bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price
2,1.75,1600,1,850,750,1918,0,2505 E Calhoun St,Seattle,WA 98112,USA,690000
4,2.5,2050,2,2050,0,1988,2000,24610 SE 45th Way,Issaquah,WA 98029,USA,530000
2,1.75,1210,2,1210,0,2014,0,2520 Mulberry Walk NE,Issaquah,WA 98029,USA,357186
5,3,1940,1,1200,740,2007,0,11720 8th Ave S,Seattle,WA 98168,USA,300000
4,2,1810,1,1110,700,1967,0,12727 SE 191st Pl,Renton,WA 98058,USA,304000
4,1.75,1690,1,870,820,1984,0,3405 35th Ave S,Seattle,WA 98144,USA,385000
4,2,1800,1,1000,800,1923,0,7502 15th Ave NE,Seattle,WA 98115,USA,415000
4,3.5,3280,2,3280,0,2007,0,16030 SE 45th Pl,Bellevue,WA 98006,USA,963000
4,2.5,4290,2,4290,0,2004,2003,26735 SE 271st St,Ravensdale,WA 98051,USA,792500
3,1.75,1150,1,1150,0,1979,2014,42511 SE 175th Pl,North Bend,WA 98045,USA,309212
2,1.5,880,2,880,0,1999,0,10546 Stone Ave N,Seattle,WA 98133,USA,235000
3,1.5,1720,2,1720,0,1907,1983,3239 NW 64th St,Seattle,WA 98107,USA,667000
3,1.5,1510,1,1510,0,1956,0,2559 155th Ave SE,Bellevue,WA 98007,USA,470000
4,2,1240,1,1040,200,1908,1988,549 27th Ave,Seattle,WA 98122,USA,375000
4,2,1580,1,1580,0,1953,0,10221 132nd Ave NE,Kirkland,WA 98033,USA,410000
4,2.25,2170,2,2170,0,1987,2000,23238 NE 29th Ct,Sammamish,WA 98074,USA,566000
4,2.75,2500,2,2500,0,2010,0,11000 243rd Ave NE,Redmond,WA 98053,USA,680000
1,1,960,1,760,200,1908,1988,2919 E Harrison St,Seattle,WA 98112,USA,332000
4,2.5,3030,2,3030,0,2003,0,6909 123rd Ave NE,Kirkland,WA 98033,USA,902000
3,1.75,1540,1,770,770,1947,0,3718 88th Ave SE,Mercer Island,WA 98040,USA,500000
3,1.75,1890,1.5,1890,0,1976,0,21236 Tramp Harbor Rd SW,Vashon,WA 98070,USA,445000
4,2.5,2810,1,1710,1100,1973,0,14312 SE 45th St,Bellevue,WA 98006,USA,825000
4,4,3530,2,2630,900,1958,0,2420 30th Ave W,Seattle,WA 98199,USA,1095000
3,1,1100,1,1100,0,1957,2001,9615 58th Ave S,Seattle,WA 98118,USA,277000
3,2.5,1940,1,1440,500,1975,0,12710 89th Pl NE,Kirkland,WA 98034,USA,545000
3,2.5,2300,2,2300,0,2003,0,16023 271st Pl NE,Duvall,WA 98019,USA,435000
3,2.5,2110,2,2110,0,2005,0,6533 193rd Pl NE,Redmond,WA 98052,USA,638000
4,1.5,1220,1,1220,0,1965,1993,1212 168th Ave NE,Bellevue,WA 98008,USA,418000
3,1.75,1750,1,1470,280,1968,0,16618 NE 91st St,Redmond,WA 98052,USA,499000
3,1.5,1230,1,1230,0,1949,1985,1432 S 129th St,Burien,WA 98168,USA,150000
3,2.5,3100,2,3100,0,2002,0,2328 246th Ave SE,Sammamish,WA 98075,USA,759950
3,2.5,1830,1,1520,310,1991,0,44218 SE 161st Pl,North Bend,WA 98045,USA,427000
5,2.5,2640,2,2640,0,2003,0,9181 226th Pl NE,Redmond,WA 98053,USA,632500
6,1.75,1840,1,1060,780,1900,2005,220 17th Ave,Seattle,WA 98122,USA,660000
4,2.5,3190,2,3190,0,1990,2009,12623 198th Dr NE,Woodinville,WA 98077,USA,862000
2,1,1120,1.5,1120,0,1910,2006,159 Fulton St,Seattle,WA 98109,USA,524000
3,1.5,1760,1,1160,600,1958,2004,5624 Wilson Ave S,Seattle,WA 98118,USA,470000
3,2,1590,2,1590,0,2000,0,7612 SW 258th Ct,Vashon,WA 98070,USA,385000
4,2.5,2120,2,2120,0,1985,0,460 Indigo Pl NW,Issaquah,WA 98027,USA,575000
4,2.5,2240,1,1370,870,1988,0,2410 SW 323rd St,Federal Way,WA 98023,USA,220000
2,1,890,1,760,130,1919,1985,4008 2nd Ave NW,Seattle,WA 98107,USA,460000
3,3.25,2940,3,2440,500,1978,2000,150 Highland Dr,Seattle,WA 98109,USA,1712500
3,1.5,1220,1,1220,0,1973,2013,4342 S 299th St,Auburn,WA 98001,USA,175000
3,2.25,2670,1,1640,1030,1966,0,15800-15898 15th Ave SW,Burien,WA 98166,USA,465000
3,1,1120,1,820,300,1912,1989,7002 22nd Ave NW,Seattle,WA 98117,USA,552000
4,2.75,3130,2,3130,0,1981,0,27705 114th Ave SE,Kent,WA 98030,USA,565000
4,2.5,1740,1,1220,520,1976,1992,10342 162nd Pl NE,Redmond,WA 98052,USA,518000
4,3.5,3290,2,2360,930,2006,0,11672 91st Pl NE,Kirkland,WA 98034,USA,899950
3,1,1770,1.5,1140,630,1926,1993,5232 36th Ave SW,Seattle,WA 98126,USA,373000
4,2.5,2960,2,2960,0,2006,0,26920 229th Pl SE,Maple Valley,WA 98038,USA,385000
2,1,1200,1,980,220,1943,2002,8421 8th Ave SW,Seattle,WA 98106,USA,245000
4,2,2400,2,2400,0,1913,1945,9801-9999 NE 183rd St,Bothell,WA 98011,USA,375000
4,3.5,2690,2,2690,0,2002,0,1010 274th Way SE,Sammamish,WA 98075,USA,699850
6,2.25,3550,1,2960,590,1948,0,12722 15th Ave NE,Seattle,WA 98125,USA,450000
2,1.5,1310,1.5,1310,0,1970,2014,16326 NE 43rd Ct,Redmond,WA 98052,USA,455000
4,2.75,2610,3,1910,700,1910,0,118 N 84th St,Seattle,WA 98103,USA,650000
5,2.5,2760,1,1600,1160,1960,2001,13327 30th Ave NE,Seattle,WA 98125,USA,378000
3,2,1410,1,1410,0,1940,2001,11851 44th Pl S,Tukwila,WA 98178,USA,220000
4,1.75,1960,1,1960,0,1967,0,32500-32514 35th Ave SW,Federal Way,WA 98023,USA,285500
3,2.5,1212,3,1212,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,USA,340000
4,1.5,2220,1,1490,730,1954,1979,1431 102nd Ave NE,Bellevue,WA 98004,USA,921000
4,2.5,2040,1.5,2040,0,1973,0,20404 289th Ave SE,Maple Valley,WA 98038,USA,375000
4,2.75,2800,2,2800,0,1992,0,2010 227th Ave SE,Sammamish,WA 98075,USA,999000
3,1.5,2040,1,1340,700,1957,2000,9055 37th Ave S,Seattle,WA 98118,USA,335000
4,2.5,3070,1,2070,1000,1950,1983,3257 Evergreen Point Rd,Medina,WA 98039,USA,1920000
2,1,830,1,830,0,1928,0,7310 SW Maury Park Rd,Vashon,WA 98070,USA,385000
4,3.5,4140,2,3160,980,2003,0,11721 106th Ave NE,Kirkland,WA 98034,USA,850000
5,2.5,2340,2,2340,0,2009,0,526 Elma Pl NE,Renton,WA 98059,USA,429000
3,2.25,1420,3,1420,0,2006,0,3817-3821 Whitman Ave N,Seattle,WA 98103,USA,523950
3,2.75,2670,1,1720,950,2013,1923,1009-1225 N 41st Pl,Renton,WA 98056,USA,798800
3,2.5,1880,2,1880,0,2009,0,29700 217th Pl SE,Kent,WA 98042,USA,284000
4,3.25,3450,2,3450,0,2014,0,120 214th Pl SE,Sammamish,WA 98074,USA,852880
3,2.25,1200,3,1200,0,2005,0,10401 Holman Rd NW,Seattle,WA 98133,USA,320000
4,3.25,3430,2,3430,0,2014,0,20417 126th Ave NE,Bothell,WA 98011,USA,749995
3,2.5,1350,2,1120,230,2007,0,6724 Alonzo Ave NW,Seattle,WA 98117,USA,468500
5,2.5,2570,2,2570,0,2006,0,14206 284th Pl NE,Duvall,WA 98019,USA,492500
4,3.5,2840,3,2840,0,2008,0,546 NE 103rd St,Seattle,WA 98125,USA,685000
4,2.5,2650,2,2650,0,2014,0,13516 164th Ave SE,Renton,WA 98059,USA,542525
3,2,1980,3,1980,0,2007,0,5451 Fauntleroy Way SW,Seattle,WA 98136,USA,435000
3,1.75,1280,1.5,1280,0,1988,0,11431 SE 229th St,Kent,WA 98031,USA,242000
4,2.5,2610,2,2610,0,1987,2000,33439 11th Pl SW,Federal Way,WA 98023,USA,325000
5,2.75,3010,2,3010,0,1994,0,10717 179th Ct NE,Redmond,WA 98052,USA,837700
1,1,930,1,930,0,1948,1994,2126 N 130th St,Seattle,WA 98133,USA,210000
3,1.5,1180,1,1180,0,1977,0,34016 33rd Ave SW,Federal Way,WA 98023,USA,187500
5,1,1710,1.5,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,USA,560000
3,2,1380,1,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,USA,272000
3,1.75,1190,1,1190,0,1968,0,11234 SE 320th Pl,Auburn,WA 98092,USA,235000
3,2,1870,1,1270,600,1986,0,11834 SE 263rd Ct,Kent,WA 98030,USA,259000
5,3.5,3130,2,2570,560,2014,0,15845 SE 44th Ct,Bellevue,WA 98006,USA,866059
2,1,900,1,900,0,1909,1989,7029 16th Ave NW,Seattle,WA 98117,USA,473000
3,1.5,1880,1,1480,400,1968,1997,5471 NE 200th Pl,Lake Forest Park,WA 98155,USA,405000
4,4.25,3010,2,1940,1070,1951,1996,8770 Sand Point Way NE,Seattle,WA 98115,USA,870000
3,2.25,2280,1,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,USA,475000
3,2.5,2970,2,2970,0,1998,2006,14239 183rd Ave SE,Renton,WA 98059,USA,499500
2,2.5,1620,2,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA,386000
4,1.5,1550,1.5,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,USA,458000
3,1.75,2240,2,2240,0,1976,0,15639 115th Ave SW,Vashon,WA 98070,USA,550000
3,2.5,2830,2,2830,0,1989,0,12504 NE 163rd St,Woodinville,WA 98072,USA,605500
3,2.5,2890,2,2890,0,2000,0,3717 S 189th Pl,SeaTac,WA 98188,USA,421000
4,2.25,1990,2,1990,0,1991,0,4002 258th Way SE,Issaquah,WA 98029,USA,536000
3,1.75,1370,1,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,USA,247200
2,1.5,1088,2,1088,0,1983,2009,9603 NE 121st Ln,Kirkland,WA 98034,USA,250000
4,1.75,1740,1,1180,560,1978,0,5108 SW 316th Pl,Federal Way,WA 98023,USA,204950
3,2,1730,1,1370,360,1978,0,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA,430000
4,2.5,1800,2,1800,0,1998,2006,22028 SE 269th St,Maple Valley,WA 98038,USA,250000
3,1.75,1440,1,1090,350,1958,2004,14710 57th Ave S,Tukwila,WA 98168,USA,260000
4,1,1720,1.5,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,USA,547000
5,3.5,2800,2,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA,379900
3,2.5,2300,1,2300,0,2005,0,12115 Big Leaf Way NE,Redmond,WA 98053,USA,738500
4,2.25,2030,1,1590,440,1967,0,15703 NE 54th Way,Redmond,WA 98052,USA,545000
2,1,740,1,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,USA,342000
5,6.75,9640,1,4820,4820,1983,2009,5044 Butterworth Rd,Mercer Island,WA 98040,USA,4668000
4,1,1920,1,1220,700,1966,0,17104 Military Rd S,SeaTac,WA 98188,USA,170000
4,2.5,2490,2,2490,0,1983,2009,24106 NE 6th Pl,Sammamish,WA 98074,USA,616000
3,2,1380,1,1380,0,1948,1994,3415 9th Ave W,Seattle,WA 98119,USA,640000
3,2.5,1530,1,1270,260,1993,0,4214 NE 2nd St,Renton,WA 98059,USA,332000
3,3.25,2420,2,1840,580,2006,0,2010 8th Ave N,Seattle,WA 98109,USA,1010000
4,2.5,2150,2,2150,0,1991,0,19504 SE 324th St,Kent,WA 98042,USA,380000
4,2,1610,1,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,USA,415000
4,3.5,2650,2,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,USA,1008000
4,2.75,2700,2,2700,0,1976,0,18222 NE 186th St,Woodinville,WA 98077,USA,669000
3,1.5,1270,1,1150,120,1948,0,3029 NE 178th St,Lake Forest Park,WA 98155,USA,260000
4,2.75,3150,1,2480,670,1986,0,14302-14314 174th Ave NE,Redmond,WA 98052,USA,854000
3,2.25,2010,2,2010,0,1985,0,14150 176th Ave NE,Redmond,WA 98052,USA,605000
3,1,860,1.5,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,USA,320000
3,2,1410,1,1410,0,1983,2009,14609 SE 195th Pl,Renton,WA 98058,USA,229950
3,1.75,1700,1,1700,0,1987,2000,27456-27498 124th Ave SE,Kent,WA 98030,USA,255000
4,2.5,2570,2,2570,0,2000,0,1915 107th Ave SE,Bellevue,WA 98004,USA,1170000
2,2.25,1230,2,1020,210,2004,2003,106 24th Ave E,Seattle,WA 98112,USA,479000
4,3.5,4170,2,4170,0,2004,2003,8264 154th Ave SE,Newcastle,WA 98059,USA,1200000
3,2.5,1180,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA,472000
3,1.5,1430,1,820,610,1980,0,2711 SW 344th Pl,Federal Way,WA 98023,USA,198000
4,2,1450,1.5,1450,0,1962,0,14114 75th Ave NE,Kirkland,WA 98034,USA,440000
3,1.75,2180,1,1480,700,1961,2004,17922 3rd Ave NW,Shoreline,WA 98177,USA,506000
4,2.5,2210,2,2210,0,1993,0,11824 SE 203rd St,Kent,WA 98031,USA,382500
2,1.5,1480,1,940,540,1978,2000,680 Shelton Ave NE,Renton,WA 98056,USA,269500
3,2,2340,1,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,USA,560000
4,3.5,3860,2,3120,740,1996,0,12237 198th Ave NE,Woodinville,WA 98077,USA,840000
3,2.75,2300,2,2300,0,2008,0,34623 SE Leitz St,Snoqualmie,WA 98065,USA,479500
3,1.5,1450,1,1010,440,1968,1997,13420 121st Ave NE,Kirkland,WA 98034,USA,402000
2,2.5,1380,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA,549000
4,2.5,2470,2,2470,0,1999,0,7206 Douglas Ave SE,Snoqualmie,WA 98065,USA,449950
4,1.75,2030,1.5,2030,0,1975,0,12039 NE 145th St,Kirkland,WA 98034,USA,493000
4,0.75,1440,1,1440,0,1948,1994,209 SW 142nd St,Burien,WA 98166,USA,142500
3,1.75,1160,1,1160,0,1998,2006,3812 I Pl NE,Auburn,WA 98002,USA,250000
3,1,1580,2,1580,0,1908,1988,112 10th Ave E,Seattle,WA 98102,USA,729000
2,2.75,1430,2,995,435,2006,0,224 26th Ave E,Seattle,WA 98112,USA,465000
2,2,1494,2,1494,0,1943,1997,12533 SW 148th St,Vashon,WA 98070,USA,465000
4,2.25,1930,1,1360,570,1988,0,25011 119th Pl SE,Kent,WA 98030,USA,280000
6,1.75,2740,1,1370,1370,1953,0,10721 Marine View Dr SW,Seattle,WA 98146,USA,675000
3,2,1880,1,1030,850,1927,0,7535 18th Ave NE,Seattle,WA 98115,USA,667500
3,2.5,2590,2,2590,0,1988,2000,14575 NE 57th St,Bellevue,WA 98007,USA,809000
3,2.25,2140,2,2140,0,1986,0,27818 NE 141st St,Duvall,WA 98019,USA,400000
4,2,1870,1.5,1870,0,1956,2001,11750 12th Ave NE,Seattle,WA 98125,USA,310000
2,1,1230,1,1230,0,1928,1954,3306 NE 70th St,Seattle,WA 98115,USA,435000
4,2.5,2340,2,2340,0,2001,0,463 Pasco Pl NE,Renton,WA 98059,USA,465950
3,2.25,2880,1,1710,1170,1958,2002,1806 10th Pl W,Kirkland,WA 98033,USA,1538000
3,1.5,880,1,880,0,1945,0,11457 70th Pl S,Seattle,WA 98178,USA,253000
3,2.5,3040,2,3040,0,2003,0,29678 130th Way SE,Auburn,WA 98092,USA,330000
4,1,1120,1.5,1120,0,1946,0,1212 NW 105th St,Seattle,WA 98177,USA,554000
3,2,1380,3,1380,0,2013,1923,600 21st Ave,Seattle,WA 98122,USA,350000
4,2.5,1660,2,1660,0,1994,0,11400-11616 SE 266th St,Kent,WA 98030,USA,294999
3,2.75,2500,2,2500,0,1905,0,723 16th Ave E,Seattle,WA 98112,USA,1185001
4,2.5,2940,2,2940,0,1991,0,14214 SE 77th St,Newcastle,WA 98059,USA,752000
4,2.5,1670,2,1670,0,2005,0,2319 NE Marion Ln,Issaquah,WA 98029,USA,451000
4,2.75,2630,2,2630,0,1994,0,13221 NE 93rd St,Redmond,WA 98052,USA,725000
4,2.75,2250,1,1480,770,1975,0,15801 SE 175th Pl,Renton,WA 98058,USA,345000
3,1,1320,1,1320,0,1967,0,1812 33rd St SE,Auburn,WA 98002,USA,206000
4,3.75,4100,1.5,2540,1560,1934,1979,4520 E Mercer Way,Mercer Island,WA 98040,USA,2027000
3,3.25,4340,2,3060,1280,1993,0,5719 Seaview Ave NW,Seattle,WA 98107,USA,2475000
4,3,3700,1,1850,1850,1976,1992,1206 86th Ave NE,Bellevue,WA 98004,USA,1728000
5,2,2700,1,1540,1160,1962,0,620 151st Pl NE,Bellevue,WA 98007,USA,580000
3,1,980,1,980,0,1950,1983,3609 49th Ave SW,Seattle,WA 98116,USA,430000
4,2.5,2650,2,2110,540,1988,2000,11433 NE 91st St,Kirkland,WA 98033,USA,720000
7,4.25,3670,2,2800,870,1964,2000,2341 W Crockett St,Seattle,WA 98199,USA,824000
3,1.75,2960,1,1480,1480,1952,0,3267 57th Ave SW,Seattle,WA 98116,USA,936000
4,2.75,3070,2,3070,0,2006,0,5351 NE 4th Ct,Renton,WA 98059,USA,535000
3,2.5,1413,2,1413,0,2011,0,20130 110th Terrace SE,Kent,WA 98031,USA,286800
2,2.5,1260,3,1260,0,2005,0,9553 Interlake Ave N,Seattle,WA 98103,USA,350000
3,2.5,1680,2,1680,0,2007,0,611 NE 165th St,Shoreline,WA 98155,USA,345000
3,2.25,1230,2,1080,150,2009,0,3465 21st Ave W,Seattle,WA 98199,USA,435000
3,3.5,4360,2,2960,1400,2008,0,6812 Phinney Ave N,Seattle,WA 98103,USA,1555000
4,4,4420,2,4420,0,2013,1923,SE 21st Ct,Sammamish,WA 98075,USA,1325000
3,3.25,2770,2,1980,790,2006,0,3419 Meadow Ave N,Renton,WA 98056,USA,461000
3,2.25,2910,2,2910,0,1990,2009,18322 NE 99th Way,Redmond,WA 98052,USA,770000
4,3.25,4290,1,2690,1600,1997,0,17892 SE 58th Pl,Bellevue,WA 98006,USA,1384000
3,2.5,1600,2,1600,0,2005,0,32702 NE 202nd St,Duvall,WA 98019,USA,330000
4,2.5,1820,2,1820,0,1994,0,24223 232nd Pl SE,Maple Valley,WA 98038,USA,322500
6,5,6050,2,6050,0,2001,0,29236 SE 5th St,Fall City,WA 98024,USA,1600000
3,1.75,1700,1,1230,470,1977,2004,1027B NE 130th St,Seattle,WA 98125,USA,475000
2,1,790,1,790,0,1942,1982,17941 Riviera Pl SW,Normandy Park,WA 98166,USA,250275
3,2.25,1720,1,1320,400,1969,0,3924 SW 316th St,Federal Way,WA 98023,USA,274500
3,1,990,1,990,0,1960,0,12654 156th Ave SE,Renton,WA 98059,USA,284950
4,1.75,1770,1,1050,720,1983,0,26418 199th Pl SE,Covington,WA 98042,USA,264950
3,2,1260,1,1260,0,1986,0,21611 SE 266th St,Maple Valley,WA 98038,USA,242000
4,2.5,3640,2,3640,0,1999,0,26966 SE 22nd Way,Sammamish,WA 98075,USA,913000
3,1.75,2040,1,1120,920,1958,0,3850 51st Ave SW,Seattle,WA 98116,USA,555000
4,1.75,1980,1,990,990,1948,1985,3712 88th Ave SE,Mercer Island,WA 98040,USA,711000
5,2.5,3600,1,2410,1190,1968,0,427 SW 174th St,Normandy Park,WA 98166,USA,403500
4,2.5,4270,1,2680,1590,1991,0,21502 NE 103rd St,Redmond,WA 98053,USA,975000
4,2,2030,1.5,1430,600,1947,2012,4821 S 175th St,SeaTac,WA 98188,USA,253779
3,3.25,1689,3,1689,0,2008,0,1021 NE 123rd St,Seattle,WA 98125,USA,384400
5,2.75,2870,1,1650,1220,1976,0,6316 26th Ave NW,Seattle,WA 98107,USA,646000
3,1.75,1270,1,1270,0,1952,2014,7340 35th Ave SW,Seattle,WA 98126,USA,415000
4,2.5,2790,2,2790,0,1997,0,23319 NE 15th St,Sammamish,WA 98074,USA,764000
5,3.25,3850,2,3030,820,2002,0,12975-12983 SE 301st St,Auburn,WA 98092,USA,507000
3,2.5,1560,1.5,1360,200,1936,0,2930 S Edmunds St,Seattle,WA 98108,USA,545500
3,1.75,1180,1,760,420,1928,0,7341 27th Ave NW,Seattle,WA 98117,USA,450000
4,1.75,1820,1,1080,740,1980,0,12632 SE 214th St,Kent,WA 98031,USA,264000
5,1.75,1260,1.5,1260,0,1926,2003,830 W Armour St,Seattle,WA 98119,USA,650000
3,2.5,2640,2,1680,960,1991,0,17917 162nd Pl SE,Renton,WA 98058,USA,365000
2,1,1100,1,1100,0,1954,2005,8005 46th Ave SW,Seattle,WA 98136,USA,343566
3,2.5,1950,2,1950,0,1997,0,2475 NE 182nd Ct,Shoreline,WA 98155,USA,375000
3,2,1380,1,1380,0,1966,0,19807-19813 10th Pl S,Des Moines,WA 98148,USA,295000
3,2.75,2200,1,1280,920,1977,0,16304 128th Pl SE,Renton,WA 98058,USA,325000
4,1.5,2050,1,1050,1000,1963,2008,29140 43rd Ave S,Auburn,WA 98001,USA,265000
5,3,2795,2,2795,0,1996,0,14308 274th Pl NE,Duvall,WA 98019,USA,562000
4,2.5,2050,2,2050,0,1989,0,17912 236th Pl NE,Woodinville,WA 98077,USA,540000
4,3,6430,2,6430,0,2001,0,1149-1199 91st Ave NE,Bellevue,WA 98004,USA,4489000
5,1.75,2150,1,1460,690,1970,0,23103 125th Ave SE,Kent,WA 98031,USA,279950
3,1.75,1970,1,1420,550,1963,0,416 NW 181st St,Shoreline,WA 98177,USA,540000
4,2.5,2660,1,1740,920,1960,2001,820 S 300th St,Federal Way,WA 98003,USA,310000
1,1,720,1,720,0,1914,1996,8044-8112 Rainier Ave S,Seattle,WA 98118,USA,190000
4,2.5,2410,2,2410,0,2000,0,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,USA,440000
3,2,2020,1.5,1790,230,1937,1999,2340 Magnolia Blvd W,Seattle,WA 98199,USA,1400000
2,1,1080,1,1080,0,1958,2004,11915 SE 161st St,Renton,WA 98058,USA,230000
3,1.75,1180,1,1180,0,1981,2013,45506 SE Tanner Rd,North Bend,WA 98045,USA,455000
2,1,660,1,660,0,1915,0,4100 25th Ave SW,Seattle,WA 98106,USA,175000
3,1.75,2920,1,1620,1300,1981,0,14245 SE 60th St,Bellevue,WA 98006,USA,650000
4,4.25,4850,2,3850,1000,1989,0,11031 Champagne Point Rd NE,Kirkland,WA 98034,USA,3000000
3,1,1080,1.5,1080,0,1900,2005,14490 57th Ave S,Tukwila,WA 98168,USA,192500
3,1.75,1670,1,1170,500,1978,0,33838 37th Ave SW,Federal Way,WA 98023,USA,239950
6,1,1370,1.5,1120,250,1931,0,8828 12th Ave SW,Seattle,WA 98106,USA,175000
5,3.5,3450,1,2350,1100,1972,0,11010 108th Ave NE,Kirkland,WA 98033,USA,850000
4,2,1970,1,1820,150,1961,2004,13666 17th Ave SW,Burien,WA 98166,USA,410000
4,2.5,2290,2,2290,0,1996,0,4029-4035 252nd Ave SE,Issaquah,WA 98029,USA,570000
5,2.5,2240,1,1140,1100,1966,1963,20216 12th Ave NW,Shoreline,WA 98177,USA,469000
2,1,1240,1,1060,180,1938,0,5927 35th Ave SW,Seattle,WA 98126,USA,559000
3,2.5,2420,2,1690,730,1989,0,4280 E Lake Sammamish Pkwy SE,Sammamish,WA 98075,USA,739888
5,3.5,3260,2,3260,0,1969,0,25806 136th Ave SE,Kent,WA 98042,USA,568450
2,1,670,1,670,0,1942,1999,10025-10037 31st Ave SW,Seattle,WA 98146,USA,240000
5,3.25,3160,2,3160,0,1980,0,1010 Greenwood Blvd SW,Issaquah,WA 98027,USA,574950
3,2.25,1990,2,1990,0,1967,2011,24433 14th Ave S,Des Moines,WA 98198,USA,180000
4,3.5,4680,2,3360,1320,2005,0,13128 SE Newport Way,Bellevue,WA 98006,USA,1160000
3,2.5,1700,2,1700,0,2000,0,6729 Shaffer Ave S,Seattle,WA 98108,USA,300000
4,2.5,2807,2,2807,0,1996,0,8820 NE 160th Pl,Kenmore,WA 98028,USA,630000
4,1.75,1770,1,1170,600,1968,0,10415 171st Ave NE,Redmond,WA 98052,USA,507000
4,2.5,2570,1,1590,980,1979,0,33749 29th Ct SW,Federal Way,WA 98023,USA,287500
3,3,3450,2,3450,0,1983,2009,22401 NE 25th Way,Sammamish,WA 98074,USA,688000
3,2,1670,1,1170,500,1972,2002,10526 NE 139th St,Kirkland,WA 98034,USA,424000
3,1.75,1050,1.5,950,100,1928,0,3617 48th Ave SW,Seattle,WA 98116,USA,400000
4,2.5,1910,2,1910,0,1987,2000,4513 186th Ave SE,Issaquah,WA 98027,USA,620000
3,1,910,1,910,0,1971,0,14200-14230 77th Ave NE,Kirkland,WA 98034,USA,300000
5,2.25,2480,2,2480,0,1978,0,2206 Sahalee Dr E,Sammamish,WA 98074,USA,615000
2,1.5,1820,2,1820,0,1921,2000,5206 S 142nd St,Tukwila,WA 98168,USA,206000
4,2.5,2920,2,2920,0,2003,0,14821 272nd Pl NE,Duvall,WA 98019,USA,515500
5,2.25,1870,1,1170,700,1961,2001,15871 37th Ave NE,Lake Forest Park,WA 98155,USA,554000
4,3.5,3810,2,3810,0,1938,2013,11229 37th Ave SW,Seattle,WA 98146,USA,825000
4,2.25,2190,2,1800,390,1918,0,2536 1st Ave W,Seattle,WA 98119,USA,855000
3,2.5,1730,2,1730,0,1993,0,28001 232nd Pl SE,Maple Valley,WA 98038,USA,315000
5,2.5,2220,1,1110,1110,1968,0,18820 129th Pl SE,Renton,WA 98058,USA,299000
3,1.5,1320,1,1320,0,1951,1994,3110 109th Ave SE,Bellevue,WA 98004,USA,650000
3,1.75,1510,1,860,650,1925,2011,3040 SW Avalon Way,Seattle,WA 98126,USA,465000
3,2,2120,2,2120,0,2003,0,9115 227 Ave NE,Redmond,WA 98053,USA,535000
2,2,1690,1,1690,0,2004,2003,23112 NE 127th Way,Redmond,WA 98053,USA,564000
3,3.5,1360,2,1040,320,2007,0,5609 11th Ave NW,Seattle,WA 98107,USA,515000
4,2.5,3250,2,3250,0,2008,0,976 Jericho Pl NE,Renton,WA 98059,USA,580000
3,2.25,1490,2,1220,270,2010,0,5011-5021 Delridge Way SW,Seattle,WA 98106,USA,309000
3,1.75,1930,1,1930,0,2013,1923,9129 Nye Ave SE,Snoqualmie,WA 98065,USA,536751
4,2.5,2020,2,2020,0,2010,0,681 Ilwaco Ave NE,Renton,WA 98059,USA,415000
3,2.25,1584,2,1584,0,2012,1912,1376 43rd St NE,Auburn,WA 98002,USA,267000
4,2.5,3170,2,3170,0,2008,0,9401 117th Ave NE,Kirkland,WA 98033,USA,820000
4,2.75,3870,2,3870,0,2005,0,6515 112th Ave NE,Kirkland,WA 98033,USA,1399950
2,2.5,1430,3,1410,20,2008,0,303 N 55th St,Seattle,WA 98103,USA,485000
3,3.25,1380,3,1380,0,2008,0,4507 Linden Ave N,Seattle,WA 98103,USA,482000
4,2.5,2610,2,2610,0,2008,0,7810 NE 199th St,Kenmore,WA 98028,USA,535000
3,3.25,1540,3,1540,0,2013,1923,423 N 50th St,Seattle,WA 98103,USA,690000
3,2.5,1940,1,970,970,1948,0,8817 28th Ave NW,Seattle,WA 98117,USA,576000
3,2.5,2160,1.5,1260,900,1909,2011,3508 S Genesee St,Seattle,WA 98118,USA,378750
4,1.75,1530,1.5,1530,0,1968,0,13805 SE Fairwood Blvd,Renton,WA 98058,USA,269900
